Country Name,Region,Year,Value
Benin,Africa,1969,330748244.5
Burkina Faso,Africa,1969,478298645.4
Bangladesh,Asia,1969,8471006438.0
"Bahamas, The",North America,1969,538700000.0
Belize,North America,1969,47399905.2
Bermuda,North America,1969,164900000.0
Bolivia,South America,1969,929629629.6
Brazil,South America,1969,37171640819.0
Barbados,North America,1969,141393142.0
Brunei Darussalam,Asia,1969,161210236.4
Botswana,Africa,1969,77361546.51
Central African Republic,Africa,1969,188039210.1
Canada,North America,1969,79405011125.0
Switzerland,Europe,1969,22442043274.0
Chile,South America,1969,8456519044.0
China,Asia,1969,79847786729.0
Cote d'Ivoire,Africa,1969,1361360293.0
Cameroon,Africa,1969,1100551489.0
"Congo, Dem. Rep.",Africa,1969,5032434970.0
"Congo, Rep.",Africa,1969,265040036.4
Colombia,South America,1969,6450175214.0
Costa Rica,North America,1969,853630203.8
Caribbean small states,North America,1969,2152507805.0
Germany,Europe,1969,177733000000.0
Denmark,Europe,1969,15414902667.0
Dominican Republic,North America,1969,1230500000.0
Algeria,Africa,1969,4257253264.0
East Asia & Pacific (excluding high income),Asia,1969,114218000000.0
Early-demographic dividend,Global,1969,278946000000.0
East Asia & Pacific,Oceania,1969,358521000000.0
Europe & Central Asia,Europe,1969,907972000000.0
Ecuador,South America,1969,3112165727.0
"Egypt, Arab Rep.",Africa,1969,6524455206.0
Euro area,Europe,1969,569735000000.0
Spain,Europe,1969,37090689288.0
Ethiopia,Africa,1969,2768987372.0
European Union,Europe,1969,644490000000.0
Fragile and conflict affected situations,Global,1969,58222824529.0
Finland,Europe,1969,10177524839.0
Fiji,Oceania,1969,182182067.7
France,Europe,1969,140661000000.0
Faroe Islands,Europe,1969,70106666.67
Gabon,Africa,1969,318124701.5
United Kingdom,Europe,1969,116465000000.0
Ghana,Africa,1969,1962050556.0
"Gambia, The",Africa,1969,45168072.27
Equatorial Guinea,Africa,1969,67225714.29
Greece,Europe,1969,11454106327.0
Guatemala,North America,1969,1715399900.0
Guyana,South America,1969,249300000.0
High income,Global,1969,2252160000000.0
"Hong Kong SAR, China",Asia,1969,3189740055.0
Honduras,North America,1969,844400000.0
Heavily indebted poor countries (HIPC),Global,1969,38503260469.0
Haiti,North America,1969,391820400.0
Hungary,Europe,1969,5429812387.0
IBRD only,Global,1969,540875000000.0
IDA & IBRD total,Global,1969,623470000000.0
IDA total,Global,1969,78701759386.0
IDA blend,Global,1969,23960732154.0
Indonesia,Asia,1969,8337423313.0
IDA only,Global,1969,56549175848.0
India,Asia,1969,58447995017.0
Ireland,Europe,1969,3902721632.0
"Iran, Islamic Rep.",Asia,1969,9743089607.0
Iraq,Asia,1969,3007758797.0
Iceland,Europe,1969,435659609.9
Israel,Asia,1969,6297852761.0
Italy,Europe,1969,100997000000.0
Jamaica,North America,1969,1191239047.0
Jordan,Asia,1969,698879720.4
Japan,Asia,1969,184299000000.0
Kenya,Africa,1969,1458379417.0
St. Kitts and Nevis,North America,1969,15850000.0
"Korea, Rep.",Asia,1969,7743940189.0
Kuwait,Asia,1969,2769198892.0
Latin America & Caribbean (excluding high income),South America,1969,131184000000.0
Liberia,Africa,1969,306961800.0
Libya,Africa,1969,4380987481.0
Latin America & Caribbean,South America,1969,160995000000.0
Least developed countries: UN classification,Global,1969,48788461658.0
Low income,Global,1969,21687971434.0
Sri Lanka,Asia,1969,1965546218.0
Lower middle income,Global,1969,141435000000.0
Low & middle income,Global,1969,474511000000.0
Lesotho,Africa,1969,65967973.61
Late-demographic dividend,Global,1969,296284000000.0
Luxembourg,Europe,1969,1245432991.0
Morocco,Africa,1969,3651622669.0
Madagascar,Africa,1969,1056391056.0
"Middle East, North Africa, Afghanistan & Pakistan",Asia,1969,61449134769.0
Mexico,North America,1969,32480000000.0
Middle income,Global,1969,454720000000.0
Mali,Africa,1969,339913867.1
Myanmar,Asia,1969,571854214.6
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Asia,1969,46594338114.0
Mauritania,Africa,1969,295062308.5
Mauritius,Africa,1969,221553612.9
Malaysia,Asia,1969,3664552041.0
North America,North America,1969,1097010000000.0
New Caledonia,Oceania,1969,263108841.3
Niger,Africa,1969,625867985.3
Nigeria,Africa,1969,6634317346.0
Nicaragua,North America,1969,750000002.9
Netherlands,Europe,1969,34086038090.0
Norway,Europe,1969,11136187440.0
Nepal,Asia,1969,788641965.4
New Zealand,Oceania,1969,5814357709.0
OECD members,Europe,1969,2190830000000.0
Oman,Asia,1969,239999808.0
Pakistan,Asia,1969,8683116338.0
Panama,North America,1969,1221305700.0
Peru,South America,1969,6420909790.0
Philippines,Asia,1969,9571800653.0
Papua New Guinea,Oceania,1969,551263864.2
Pre-demographic dividend,Global,1969,42086630831.0
Puerto Rico (US),North America,1969,4460700000.0
Portugal,Europe,1969,7287555035.0
Paraguay,South America,1969,556293650.8
Post-demographic dividend,Global,1969,2133710000000.0
French Polynesia,Oceania,1969,242943783.1
Rwanda,Africa,1969,188700037.0
South Asia,Asia,1969,69748993758.0
Saudi Arabia,Asia,1969,4485777644.0
Sudan,Africa,1969,1847501441.0
Senegal,Africa,1969,1245234931.0
Singapore,Asia,1969,1659893768.0
Solomon Islands,Oceania,1969,28606411.4
Sierra Leone,Africa,1969,408690163.5
El Salvador,North America,1969,1049400000.0
"Somalia, Fed. Rep.",Africa,1969,306357284.6
Sub-Saharan Africa (excluding high income),Africa,1969,63402019319.0
Sub-Saharan Africa,Africa,1969,66258274672.0
Suriname,South America,1969,259650000.0
Sweden,Europe,1969,33967301561.0
Eswatini,Africa,1969,105419957.8
Seychelles,Africa,1969,16452028.3
Syrian Arab Republic,Asia,1969,2245011515.0
Chad,Africa,1969,471635621.6
East Asia & Pacific (IDA & IBRD countries),Asia,1969,114101000000.0
Togo,Africa,1969,378091809.6
Thailand,Asia,1969,6695336567.0
Latin America & the Caribbean (IDA & IBRD countries),South America,1969,149979000000.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Asia,1969,46228188358.0
South Asia (IDA & IBRD),Asia,1969,69748993758.0
Sub-Saharan Africa (IDA & IBRD countries),Africa,1969,66258274672.0
Trinidad and Tobago,North America,1969,779200000.0
Tunisia,Africa,1969,1289904762.0
Turkiye,Asia,1969,19466666667.0
Tanzania,Africa,1969,5142066811.0
Uganda,Africa,1969,1168556629.0
Upper middle income,Global,1969,313018000000.0
Uruguay,South America,1969,2004435484.0
United States,North America,1969,1017440000000.0
St. Vincent and the Grenadines,North America,1969,16650000.0
"Venezuela, RB",South America,1969,10285111111.0
World,Global,1969,2739120000000.0
South Africa,Africa,1969,19256992297.0
Zambia,Africa,1969,1926399230.0
Zimbabwe,Africa,1969,1748891294.0
Africa Eastern and Southern,Africa,1970,47593907820.0
Africa Western and Central,Africa,1970,26696924214.0
Andorra,Europe,1970,78617711.1
Arab World,Asia,1970,43094140249.0
United Arab Emirates,Asia,1970,685986701.3
Argentina,South America,1970,31584210366.0
Australia,Oceania,1970,41395206623.0
Austria,Europe,1970,15312791744.0
Burundi,Africa,1970,242732571.4
Belgium,Europe,1970,26706196047.0
Benin,Africa,1970,333627713.5
Burkina Faso,Africa,1970,458404268.8
Bangladesh,Asia,1970,8992722167.0
Bahrain,Asia,1970,391577364.1
"Bahamas, The",North America,1970,539500000.0
Belize,North America,1970,53339893.32
Bermuda,North America,1970,186300000.0
Bolivia,South America,1970,1017003367.0
Brazil,South America,1970,42327664794.0
Barbados,North America,1970,166210203.0
Brunei Darussalam,Asia,1970,179078929.3
Bhutan,Asia,1970,61812113.07
Botswana,Africa,1970,96243233.66
Central African Republic,Africa,1970,189106529.2
Canada,North America,1970,88192257632.0
Switzerland,Europe,1970,24998066773.0
Chile,South America,1970,9261006540.0
China,Asia,1970,92752930873.0
Cote d'Ivoire,Africa,1970,1455482795.0
Cameroon,Africa,1970,1151216993.0
"Congo, Dem. Rep.",Africa,1970,4877684910.0
"Congo, Rep.",Africa,1970,274960699.9
Colombia,South America,1970,7198360460.0
Costa Rica,North America,1970,984830158.5
Caribbean small states,North America,1970,2268330542.0
Cuba,North America,1970,5693005200.0
Germany,Europe,1970,216629000000.0
Denmark,Europe,1970,17075457733.0
Dominican Republic,North America,1970,1485500000.0
Algeria,Africa,1970,4863526897.0
East Asia & Pacific (excluding high income),Asia,1970,127183000000.0
Early-demographic dividend,Global,1970,296902000000.0
East Asia & Pacific,Oceania,1970,412911000000.0
Europe & Central Asia,Europe,1970,1020810000000.0
Ecuador,South America,1970,2862503139.0
"Egypt, Arab Rep.",Africa,1970,8042200452.0
Euro area,Europe,1970,645501000000.0
Spain,Europe,1970,40963715237.0
Ethiopia,Africa,1970,3045354455.0
European Union,Europe,1970,728936000000.0
Fragile and conflict affected situations,Global,1970,69337148734.0
Finland,Europe,1970,11358529162.0
Fiji,Oceania,1970,219878482.2
France,Europe,1970,147313000000.0
Faroe Islands,Europe,1970,84933333.33
"Micronesia, Fed. Sts.",Oceania,1970,19885926.0
Gabon,Africa,1970,323802475.5
United Kingdom,Europe,1970,130672000000.0
Ghana,Africa,1970,2215028588.0
Guinea,Africa,1970,3220224608.0
"Gambia, The",Africa,1970,52296083.67
Guinea-Bissau,Africa,1970,204670550.8
Equatorial Guinea,Africa,1970,66331428.57
Greece,Europe,1970,12957113636.0
Greenland,North America,1970,69520026.67
Guatemala,North America,1970,1904000000.0
Guyana,South America,1970,267800000.0
High income,Global,1970,2472350000000.0
"Hong Kong SAR, China",Asia,1970,3800766536.0
Honduras,North America,1970,904400000.0
Heavily indebted poor countries (HIPC),Global,1970,37181536760.0
Haiti,North America,1970,331200000.0
Hungary,Europe,1970,5780929203.0
IBRD only,Global,1970,588894000000.0
IDA & IBRD total,Global,1970,680890000000.0
IDA total,Global,1970,87493635542.0
IDA blend,Global,1970,32356563895.0
Indonesia,Asia,1970,9150684932.0
IDA only,Global,1970,55838238709.0
India,Asia,1970,62422483055.0
Ireland,Europe,1970,4395995086.0
"Iran, Islamic Rep.",Asia,1970,10976245154.0
Iraq,Asia,1970,3281318687.0
Iceland,Europe,1970,545115909.1
Israel,Asia,1970,7406712876.0
Italy,Europe,1970,113657000000.0
Jamaica,North America,1970,1404720442.0
Jordan,Asia,1970,639519744.2
Japan,Asia,1970,217224000000.0
Kenya,Africa,1970,1603447359.0
Kiribati,Oceania,1970,11560877.28
St. Kitts and Nevis,North America,1970,16300000.0
"Korea, Rep.",Asia,1970,9085001794.0
Kuwait,Asia,1970,2873638851.0
Latin America & Caribbean (excluding high income),South America,1970,142597000000.0
Liberia,Africa,1970,323099700.0
Libya,Africa,1970,4601649451.0
Latin America & Caribbean,South America,1970,175638000000.0
Least developed countries: UN classification,Global,1970,47218105707.0
Low income,Global,1970,22138606273.0
Liechtenstein,Europe,1970,90099360.84
Sri Lanka,Asia,1970,2296470588.0
Lower middle income,Global,1970,153169000000.0
Low & middle income,Global,1970,517799000000.0
Lesotho,Africa,1970,68739972.5
Late-demographic dividend,Global,1970,336905000000.0
Luxembourg,Europe,1970,1457768455.0
Morocco,Africa,1970,3956336244.0
Monaco,Europe,1970,293127333.2
Madagascar,Africa,1970,1111859571.0
Maldives,Asia,1970,19328038.32
"Middle East, North Africa, Afghanistan & Pakistan",Asia,1970,69470512933.0
Mexico,North America,1970,35520000000.0
Marshall Islands,Oceania,1970,8408486.0
Middle income,Global,1970,497395000000.0
Mali,Africa,1970,359772315.1
Malta,Europe,1970,250728796.3
Myanmar,Asia,1970,563555630.8
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Asia,1970,52340685828.0
Mauritania,Africa,1970,309405316.0
Mauritius,Africa,1970,224125805.0
Malaysia,Asia,1970,3864145667.0
North America,North America,1970,1161680000000.0
New Caledonia,Oceania,1970,358815684.1
Niger,Africa,1970,649916621.2
Nigeria,Africa,1970,12546094982.0
Nicaragua,North America,1970,778569938.8
Netherlands,Europe,1970,38220884519.0
Norway,Europe,1970,12814123115.0
Nepal,Asia,1970,865975308.6
Nauru,Oceania,1970,17570366.22
New Zealand,Oceania,1970,6495605331.0
OECD members,Europe,1970,2400430000000.0
Oman,Asia,1970,256319794.9
Pakistan,Asia,1970,10027509450.0
Panama,North America,1970,1351006400.0
Peru,South America,1970,7432223177.0
Philippines,Asia,1970,7559115517.0
Palau,Oceania,1970,11563041.0
Papua New Guinea,Oceania,1970,645568215.3
Pre-demographic dividend,Global,1970,47414033707.0
Puerto Rico (US),North America,1970,5034700000.0
Portugal,Europe,1970,8108235704.0
Paraguay,South America,1970,594611111.1
Pacific island small states,Oceania,1970,423802353.2
Post-demographic dividend,Global,1970,2340980000000.0
French Polynesia,Oceania,1970,254036000.8
Qatar,Asia,1970,301791301.8
Rwanda,Africa,1970,219900006.0
South Asia,Asia,1970,74658791270.0
Saudi Arabia,Asia,1970,5377333333.0
Sudan,Africa,1970,2100229759.0
Senegal,Africa,1970,1297407655.0
Singapore,Asia,1970,1920574150.0
Sierra Leone,Africa,1970,434410973.8
El Salvador,North America,1970,1132920000.0
"Somalia, Fed. Rep.",Africa,1970,347985394.3
Sub-Saharan Africa (excluding high income),Africa,1970,70861621390.0
Sub-Saharan Africa,Africa,1970,73998855804.0
Small states,Global,1970,4890889497.0
Sao Tome and Principe,Africa,1970,37211826.09
Suriname,South America,1970,274900000.0
Sweden,Europe,1970,38037226668.0
Eswatini,Africa,1970,112139955.1
Seychelles,Africa,1970,18432031.7
Syrian Arab Republic,Asia,1970,2140384010.0
Chad,Africa,1970,469266736.7
East Asia & Pacific (IDA & IBRD countries),Asia,1970,127052000000.0
Togo,Africa,1970,358665753.9
Thailand,Asia,1970,7086538438.0
Latin America & the Caribbean (IDA & IBRD countries),South America,1970,163500000000.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Asia,1970,51929379859.0
South Asia (IDA & IBRD),Asia,1970,74658791270.0
Sub-Saharan Africa (IDA & IBRD countries),Africa,1970,73998855804.0
Trinidad and Tobago,North America,1970,821850000.0
Tunisia,Africa,1970,1439238095.0
Turkiye,Asia,1970,17863636364.0
Tuvalu,Oceania,1970,2585955.874
Tanzania,Africa,1970,2851419386.0
Uganda,Africa,1970,1259554809.0
Upper middle income,Global,1970,343935000000.0
Uruguay,South America,1970,2137096774.0
United States,North America,1970,1073300000000.0
St. Vincent and the Grenadines,North America,1970,18450000.0
"Venezuela, RB",South America,1970,11561111111.0
World,Global,1970,3004260000000.0
Samoa,Oceania,1970,45208337.61
South Africa,Africa,1970,21218391513.0
Zambia,Africa,1970,1788779285.0
Zimbabwe,Africa,1970,1885168339.0
Africa Eastern and Southern,Africa,1971,52188685167.0
Africa Western and Central,Africa,1971,24496786002.0
Andorra,Europe,1971,89406608.15
Arab World,Asia,1971,49930151659.0
United Arab Emirates,Asia,1971,939893599.6
Argentina,South America,1971,33293199095.0
Australia,Oceania,1971,45283847245.0
Austria,Europe,1971,17788536733.0
Burundi,Africa,1971,252842285.7
Belgium,Europe,1971,29821661870.0
Benin,Africa,1971,335073027.5
Burkina Faso,Africa,1971,482411179.1
Bangladesh,Asia,1971,8751843188.0
Bahrain,Asia,1971,422181562.2
"Bahamas, The",North America,1971,573400000.0
Belize,North America,1971,59074687.2
Bermuda,North America,1971,211100000.0
Bolivia,South America,1971,1095622896.0
Brazil,South America,1971,48869830902.0
Barbados,North America,1971,186826503.0
Brunei Darussalam,Asia,1971,197525767.8
Bhutan,Asia,1971,66289450.33
Botswana,Africa,1971,127448613.5
Central African Republic,Africa,1971,201450799.8
Canada,North America,1971,99606454744.0
Switzerland,Europe,1971,30040171751.0
Chile,South America,1971,10999807567.0
China,Asia,1971,99959013880.0
Cote d'Ivoire,Africa,1971,1584128509.0
Cameroon,Africa,1971,1236941394.0
"Congo, Dem. Rep.",Africa,1971,5594770359.0
"Congo, Rep.",Africa,1971,322128019.0
Colombia,South America,1971,7820380971.0
Costa Rica,North America,1971,1077147538.0
Caribbean small states,North America,1971,2457968135.0
Cuba,North America,1971,6914658400.0
Germany,Europe,1971,250901000000.0
Denmark,Europe,1971,19086192720.0
Dominican Republic,North America,1971,1666500000.0
Algeria,Africa,1971,5077183094.0
East Asia & Pacific (excluding high income),Asia,1971,136580000000.0
Early-demographic dividend,Global,1971,319667000000.0
East Asia & Pacific,Oceania,1971,458861000000.0
Europe & Central Asia,Europe,1971,1152050000000.0
Ecuador,South America,1971,2754219271.0
"Egypt, Arab Rep.",Africa,1971,8609283346.0
Euro area,Europe,1971,731657000000.0
Spain,Europe,1971,46586119760.0
Ethiopia,Africa,1971,3224280835.0
European Union,Europe,1971,823998000000.0
Fragile and conflict affected situations,Global,1971,71407461835.0
Finland,Europe,1971,12528522307.0
Fiji,Oceania,1971,247749327.7
France,Europe,1971,164694000000.0
Faroe Islands,Europe,1971,99219082.85
"Micronesia, Fed. Sts.",Oceania,1971,21783158.0
Gabon,Africa,1971,381687072.6
United Kingdom,Europe,1971,148114000000.0
Ghana,Africa,1971,2417108578.0
Guinea,Africa,1971,3594302908.0
"Gambia, The",Africa,1971,55728663.22
Guinea-Bissau,Africa,1971,204167296.9
Equatorial Guinea,Africa,1971,64946954.76
Greece,Europe,1971,14388806818.0
Greenland,North America,1971,88466738.25
Guatemala,North America,1971,1984800000.0
Guyana,South America,1971,282050000.0
High income,Global,1971,2746790000000.0
"Hong Kong SAR, China",Asia,1971,4476001946.0
Honduras,North America,1971,958450000.0
Heavily indebted poor countries (HIPC),Global,1971,40099504489.0
Haiti,North America,1971,362800000.0
Hungary,Europe,1971,6291568221.0
IBRD only,Global,1971,641994000000.0
IDA & IBRD total,Global,1971,734109000000.0
IDA total,Global,1971,88539617604.0
IDA blend,Global,1971,30392833456.0
Indonesia,Asia,1971,9333536370.0
IDA only,Global,1971,59166992867.0
India,Asia,1971,67351404352.0
Ireland,Europe,1971,5098250287.0
"Iran, Islamic Rep.",Asia,1971,13731802833.0
Iraq,Asia,1971,3865346535.0
Iceland,Europe,1971,693679545.5
Israel,Asia,1971,7052544000.0
Italy,Europe,1971,124960000000.0
Jamaica,North America,1971,1539861816.0
Jordan,Asia,1971,678159728.7
Japan,Asia,1971,245364000000.0
Kenya,Africa,1971,1778391289.0
Kiribati,Oceania,1971,12356134.38
St. Kitts and Nevis,North America,1971,19624746.45
"Korea, Rep.",Asia,1971,10005257131.0
Kuwait,Asia,1971,3880392195.0
Latin America & Caribbean (excluding high income),South America,1971,157897000000.0
Liberia,Africa,1971,341543100.0
Libya,Africa,1971,5260185125.0
Latin America & Caribbean,South America,1971,195901000000.0
Least developed countries: UN classification,Global,1971,49607713413.0
Low income,Global,1971,24678547942.0
Liechtenstein,Europe,1971,104889795.3
Sri Lanka,Asia,1971,2369308600.0
Lower middle income,Global,1971,159557000000.0
Low & middle income,Global,1971,556846000000.0
Lesotho,Africa,1971,76480285.0
Late-demographic dividend,Global,1971,374774000000.0
Luxembourg,Europe,1971,1518773421.0
Morocco,Africa,1971,4356669034.0
Monaco,Europe,1971,327706210.4
Madagascar,Africa,1971,1199507631.0
Maldives,Asia,1971,21566404.02
"Middle East, North Africa, Afghanistan & Pakistan",Asia,1971,79185015019.0
Mexico,North America,1971,39200000000.0
Marshall Islands,Oceania,1971,9116810.0
Middle income,Global,1971,534228000000.0
Mali,Africa,1971,395218628.9
Malta,Europe,1971,264578484.8
Myanmar,Asia,1971,587448405.5
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Asia,1971,59203404913.0
Mauritania,Africa,1971,335568907.1
Mauritius,Africa,1971,251437337.8
Malaysia,Asia,1971,4244395956.0
North America,North America,1971,1264670000000.0
New Caledonia,Oceania,1971,413985778.6
Niger,Africa,1971,693573703.6
Nigeria,Africa,1971,9181769912.0
Nicaragua,North America,1971,828569953.5
Netherlands,Europe,1971,44644730576.0
Norway,Europe,1971,14583114840.0
Nepal,Asia,1971,882765471.6
Nauru,Oceania,1971,19009433.31
New Zealand,Oceania,1971,7911136757.0
OECD members,Europe,1971,2659380000000.0
Oman,Asia,1971,301010587.1
Pakistan,Asia,1971,10665896682.0
Panama,North America,1971,1523917200.0
Peru,South America,1971,8289582884.0
Philippines,Asia,1971,8375075630.0
Palau,Oceania,1971,12706874.0
Papua New Guinea,Oceania,1971,717750278.1
Pre-demographic dividend,Global,1971,46895053548.0
Puerto Rico (US),North America,1971,5646800000.0
Portugal,Europe,1971,9201604240.0
Paraguay,South America,1971,664571428.6
Pacific island small states,Oceania,1971,477298982.4
Post-demographic dividend,Global,1971,2598630000000.0
French Polynesia,Oceania,1971,296865513.7
Qatar,Asia,1971,387703105.5
Rwanda,Africa,1971,222952504.4
South Asia,Asia,1971,79443177466.0
Saudi Arabia,Asia,1971,7184806909.0
Sudan,Africa,1971,2288340041.0
Senegal,Africa,1971,1339549033.0
Singapore,Asia,1971,2263785444.0
Solomon Islands,Oceania,1971,50056882.82
Sierra Leone,Africa,1971,419549304.7
El Salvador,North America,1971,1186120000.0
"Somalia, Fed. Rep.",Africa,1971,347039445.7
Sub-Saharan Africa (excluding high income),Africa,1971,72751099714.0
Sub-Saharan Africa,Africa,1971,76078810558.0
Small states,Global,1971,5468619820.0
Sao Tome and Principe,Africa,1971,37288845.21
Suriname,South America,1971,301000000.0
Sweden,Europe,1971,41506151115.0
Eswatini,Africa,1971,136462080.7
Seychelles,Africa,1971,21965950.77
Syrian Arab Republic,Asia,1971,2589851325.0
Chad,Africa,1971,501866730.1
East Asia & Pacific (IDA & IBRD countries),Asia,1971,136441000000.0
Togo,Africa,1971,404648367.8
Thailand,Asia,1971,7375000024.0
Latin America & the Caribbean (IDA & IBRD countries),South America,1971,181795000000.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Asia,1971,58738170013.0
South Asia (IDA & IBRD),Asia,1971,79443177466.0
Sub-Saharan Africa (IDA & IBRD countries),Africa,1971,76078810558.0
Trinidad and Tobago,North America,1971,896765214.6
Tunisia,Africa,1971,1685162272.0
Turkiye,Asia,1971,16166666667.0
Tuvalu,Oceania,1971,2716989.584
Tanzania,Africa,1971,3050673517.0
Uganda,Africa,1971,1417191656.0
Upper middle income,Global,1971,374393000000.0
Uruguay,South America,1971,2807258065.0
United States,North America,1971,1164850000000.0
St. Vincent and the Grenadines,North America,1971,20051922.33
"Venezuela, RB",South America,1971,12986590909.0
World,Global,1971,3319900000000.0
Samoa,Oceania,1971,53719568.97
South Africa,Africa,1971,23411076638.0
Zambia,Africa,1971,1653259341.0
Zimbabwe,Africa,1971,2179828710.0
Africa Eastern and Southern,Africa,1972,56726057494.0
Africa Western and Central,Africa,1972,29489425516.0
Andorra,Europe,1972,113414397.4
Arab World,Asia,1972,59970718932.0
United Arab Emirates,Asia,1972,1415086929.0
Argentina,South America,1972,34733000536.0
Australia,Oceania,1972,52117990654.0
Austria,Europe,1972,21973207929.0
Burundi,Africa,1972,246804571.4
Belgium,Europe,1972,37209418019.0
Benin,Africa,1972,410331857.0
Burkina Faso,Africa,1972,578595522.0
Bangladesh,Asia,1972,6288245867.0
Bahrain,Asia,1972,534081183.7
"Bahamas, The",North America,1972,590900000.0
Belize,North America,1972,65998069.38
Bermuda,North America,1972,235400000.0
Bolivia,South America,1972,1257615645.0
Brazil,South America,1972,58434858375.0
Barbados,North America,1972,213725216.7
Brunei Darussalam,Asia,1972,270822782.0
Bhutan,Asia,1972,70139866.81
Botswana,Africa,1972,164460915.0
Central African Republic,Africa,1972,230317883.4
Canada,North America,1972,113464000000.0
Switzerland,Europe,1972,36844318854.0
Chile,South America,1972,12057501635.0
China,Asia,1972,113872000000.0
Cote d'Ivoire,Africa,1972,1849400402.0
Cameroon,Africa,1972,1498251890.0
"Congo, Dem. Rep.",Africa,1972,6173712814.0
"Congo, Rep.",Africa,1972,410669263.7
Colombia,South America,1972,8671358733.0
Costa Rica,North America,1972,1238251696.0
Caribbean small states,North America,1972,2734457345.0
Cuba,North America,1972,8135150892.0
Germany,Europe,1972,300900000000.0
Denmark,Europe,1972,23230667549.0
Dominican Republic,North America,1972,1987400000.0
Algeria,Africa,1972,6766743957.0
East Asia & Pacific (excluding high income),Asia,1972,155518000000.0
Early-demographic dividend,Global,1972,352710000000.0
East Asia & Pacific,Oceania,1972,570489000000.0
Europe & Central Asia,Europe,1972,1381320000000.0
Ecuador,South America,1972,3185986087.0
"Egypt, Arab Rep.",Africa,1972,9299638056.0
Euro area,Europe,1972,883627000000.0
Spain,Europe,1972,59090176029.0
Ethiopia,Africa,1972,3520252938.0
European Union,Europe,1972,993808000000.0
Fragile and conflict affected situations,Global,1972,82669328911.0
Finland,Europe,1972,14744499570.0
Fiji,Oceania,1972,316656648.7
France,Europe,1972,201739000000.0
Faroe Islands,Europe,1972,119335897.8
"Micronesia, Fed. Sts.",Oceania,1972,25100928.0
Gabon,Africa,1972,430508358.5
United Kingdom,Europe,1972,169965000000.0
Ghana,Africa,1972,2112293280.0
Guinea,Africa,1972,4203069035.0
"Gambia, The",Africa,1972,59160569.48
Guinea-Bissau,Africa,1972,227986203.3
Equatorial Guinea,Africa,1972,65429198.24
Greece,Europe,1972,16650659091.0
Greenland,North America,1972,106101297.8
Guatemala,North America,1972,2101300000.0
Guyana,South America,1972,285380952.4
High income,Global,1972,3190540000000.0
"Hong Kong SAR, China",Asia,1972,5710090213.0
Honduras,North America,1972,1030645362.0
Heavily indebted poor countries (HIPC),Global,1972,44564788726.0
Haiti,North America,1972,371998958.4
Hungary,Europe,1972,7379313742.0
IBRD only,Global,1972,723737000000.0
IDA & IBRD total,Global,1972,821457000000.0
IDA total,Global,1972,94690827264.0
IDA blend,Global,1972,34167082609.0
Indonesia,Asia,1972,10997590361.0
IDA only,Global,1972,61397002691.0
India,Asia,1972,71464700667.0
Ireland,Europe,1972,6318060582.0
"Iran, Islamic Rep.",Asia,1972,17153463263.0
Iraq,Asia,1972,4113848002.0
Iceland,Europe,1972,869002945.8
Israel,Asia,1972,9222557539.0
Italy,Europe,1972,145595000000.0
Jamaica,North America,1972,1875146587.0
Jordan,Asia,1972,788479684.6
Japan,Asia,1972,324934000000.0
Kenya,Africa,1972,2107279157.0
Kiribati,Oceania,1972,15314346.49
St. Kitts and Nevis,North America,1972,22944849.12
"Korea, Rep.",Asia,1972,10990490570.0
Kuwait,Asia,1972,4450537925.0
Latin America & Caribbean (excluding high income),South America,1972,179590000000.0
Liberia,Africa,1972,368098000.0
Libya,Africa,1972,6299395544.0
Latin America & Caribbean,South America,1972,220381000000.0
Least developed countries: UN classification,Global,1972,51305821255.0
Low income,Global,1972,27615304467.0
Liechtenstein,Europe,1972,124940289.3
Sri Lanka,Asia,1972,2553936348.0
Lower middle income,Global,1972,170264000000.0
Low & middle income,Global,1972,625485000000.0
Lesotho,Africa,1972,80913200.43
Late-demographic dividend,Global,1972,431342000000.0
Luxembourg,Europe,1972,1901697370.0
Morocco,Africa,1972,5074117545.0
Monaco,Europe,1972,402451900.8
Madagascar,Africa,1972,1341590690.0
Maldives,Asia,1972,25177137.53
"Middle East, North Africa, Afghanistan & Pakistan",Asia,1972,93296927795.0
Mexico,North America,1972,45200000000.0
Marshall Islands,Oceania,1972,9973652.0
Middle income,Global,1972,600161000000.0
Mali,Africa,1972,486617280.3
Malta,Europe,1972,295106628.3
Myanmar,Asia,1972,662213082.7
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Asia,1972,67256893586.0
Mauritania,Africa,1972,391669449.3
Mauritius,Africa,1972,318664899.6
Malaysia,Asia,1972,5043347250.0
North America,North America,1972,1392810000000.0
New Caledonia,Oceania,1972,506808996.7
Niger,Africa,1972,742779660.8
Nigeria,Africa,1972,12274416018.0
Nicaragua,North America,1972,878570045.5
Netherlands,Europe,1972,54787070173.0
Norway,Europe,1972,17358610850.0
Nepal,Asia,1972,1024098400.0
Nauru,Oceania,1972,21734268.69
